student_id,age,gender,gpa,attendance_rate,missed_assignments,library_visits,lms_logins_per_week,screen_time_hours,sleep_hours,study_hours_per_day,financial_stress_score,help_requests,stress_score,mental_health_risk
e252ab05-2742-48d7-ba4a-9bdb37618252,20,Male,3.72,95,5,2,16,5.1,7.0,1.3,3,5,10,Medium
567b22c7-502a-4795-b912-794bf918b08b,24,Male,3.35,91,6,6,3,3.9,5.6,2.5,8,5,1,Medium
a2b75e3d-ad5b-455e-a3d0-e03607cb269f,18,Male,2.21,61,1,7,6,4.7,5.7,2.5,5,3,4,Low
ebed50f1-f596-4b87-a015-796050481813,18,Female,3.42,94,8,3,1,8.9,6.2,0.1,2,1,3,Medium
0e5846b1-ccda-4a98-ae57-2ce47d4f652a,23,Female,2.44,95,6,28,1,4.5,3.0,2.3,8,2,7,Medium
d977085b-c37f-4a75-a4e7-1f3cfebf5051,25,Other,3.16,49,3,9,6,11.7,6.5,3.3,6,0,1,Low
b0adea9e-2451-407b-969e-fa7ee4ba6889,24,Other,3.76,73,2,1,16,3.7,4.1,3.6,4,3,2,Low
cac59802-2a21-4d44-8572-195f32a1e931,20,Other,2.78,79,1,13,18,8.1,4.9,1.6,6,1,5,Low
9493eb5b-9eba-46f6-9716-cce89c529b76,23,Male,3.02,59,7,10,2,3.1,6.7,3.4,2,0,9,Medium
7d9465e1-539f-4ccf-be05-5b7003a425d4,20,Other,1.8,99,5,28,2,10.9,5.2,0.9,9,5,5,Medium
b1bced3b-c80c-47c9-a494-fc813969ad5d,25,Male,3.0,75,4,29,3,11.5,3.8,0.7,2,5,9,High
bb0ac08c-2a53-4d53-82cd-fc9c9317538e,19,Female,1.85,53,5,6,20,10.7,6.0,1.5,1,0,7,High
5b71f096-e2fd-4bd7-b395-e8b53c9792a6,21,Male,1.01,89,2,20,8,4.5,5.7,4.2,9,0,2,Low
27479812-c580-4578-9463-a479c3acf783,18,Other,3.71,74,0,26,11,8.2,3.9,0.8,5,2,1,Low
18986393-f3a7-4c57-ba72-922956bfbe6e,22,Male,3.05,82,1,11,17,11.0,5.4,3.7,3,1,3,Low
ccf8005c-d8e5-42f1-b2fd-8fd068ee3633,19,Female,1.07,87,5,25,13,10.2,8.2,4.9,5,1,2,Low
686f23bf-e433-47be-b2cd-281ce77d67ab,23,Male,3.58,54,3,26,14,6.1,7.9,5.2,4,0,4,Low
3b755ec2-74c7-42f7-a8ca-a5050406ef08,23,Female,1.84,44,4,11,20,7.6,7.1,5.1,6,0,2,High
a2023d85-1e52-49a7-ad4c-ccf379e02530,21,Male,2.74,56,0,3,19,6.9,7.4,1.9,10,4,2,Low
b9bda6e9-2627-47ad-aef0-41e8ae8f2d9c,23,Other,1.57,42,6,0,16,11.3,6.2,4.3,4,2,7,High
af9c2096-2694-4b87-a72f-ea9d257d1637,18,Other,3.76,79,5,21,3,9.5,4.8,1.9,7,2,7,Medium
6dbde134-bda5-48c3-b1f6-d6b8fcad1c33,21,Other,1.38,66,10,30,12,9.1,8.4,3.7,5,3,9,Medium
0c508482-eda7-4a4a-b7ba-f3b8b655bfe5,17,Female,1.86,67,9,19,20,5.9,5.7,4.1,9,3,3,Medium
17adb2c7-e1de-4d92-81a8-b7fab885563b,18,Female,2.55,80,9,10,2,10.4,7.5,4.0,4,1,3,Medium
07464353-d6f8-47fd-8ddf-27d240b5af3d,17,Male,1.73,70,9,27,2,7.1,8.3,3.5,7,3,7,Medium
92e9e43f-6abb-4db9-9c8b-4bac259f9fc4,20,Male,2.97,40,1,24,13,5.0,7.8,4.2,8,0,9,Medium
3fe647ae-9fad-4c8b-bc94-a973a4851bcf,20,Male,2.37,91,7,21,16,11.9,6.6,5.7,8,4,9,Medium
12a56571-6bb9-443d-82f0-81aa10642cb8,23,Other,2.34,50,7,14,8,9.8,8.0,1.7,9,3,4,Medium
115ff34e-7e8a-41bb-970d-0b80b7ebc54b,21,Female,1.23,58,3,8,10,5.9,6.2,0.8,4,3,3,High
55e97e64-ae18-4b5d-b957-7396cef0ed81,20,Male,2.24,61,8,14,13,3.6,8.0,2.3,10,5,1,Medium
dea7451b-acc9-4835-8c6c-ddbc61845e99,23,Female,1.02,62,4,24,12,10.7,8.7,2.5,9,4,4,Low
371585f4-fa08-4684-81b1-5242e274c9ed,24,Male,1.82,71,0,12,10,9.0,7.8,4.3,8,1,10,Medium
4b6586a3-7d2a-4ba4-a7a7-aa2cb38f06cb,25,Male,3.72,77,9,21,0,3.8,5.6,5.2,3,0,5,Medium
aec911a4-0ea1-4d46-916f-8ee0372a65c9,23,Female,1.63,60,5,24,12,5.5,8.7,2.5,2,3,1,Low
f917130e-1bf1-4b61-b9e3-5175cac12be2,25,Male,4.0,62,3,20,2,10.0,6.9,4.5,4,1,1,Medium
2cfedf03-c348-46ae-b048-81e18bf05559,19,Male,1.38,82,1,18,6,7.2,4.5,2.2,10,4,2,Low
d869453f-6d7e-47bd-a152-350c24bec779,19,Female,1.32,41,4,18,12,6.6,7.3,0.5,4,0,5,High
2a0c8aca-733f-4a04-b093-67ed817777d7,18,Other,3.35,62,8,13,11,3.6,6.9,0.1,7,3,2,Medium
5405fbbd-e403-4b72-85e4-814db94bf121,23,Female,2.91,93,7,22,4,6.9,7.4,5.8,5,4,9,Medium
17551067-1555-4936-860c-4aba9e49cf05,24,Female,2.31,86,9,8,10,10.7,8.0,0.5,8,1,8,Medium
ccd77ca6-3e16-428c-b88f-4b57d2d84096,23,Female,1.09,94,5,5,15,4.9,7.8,2.0,10,5,5,Low
e13f3bc0-ea3f-4b2a-ad74-da5d11cba9a7,25,Male,2.55,52,1,7,13,7.4,7.5,4.1,8,3,1,Low
68854aa3-6157-45cf-b5b9-6320826e318c,18,Female,1.66,84,3,9,18,6.3,6.3,2.1,9,2,6,Low
59bfd992-f874-487d-b6b3-80d235aa0ea0,24,Female,1.92,54,1,23,6,5.8,7.5,5.7,3,1,4,High
fada4eb3-f34c-46bf-b395-90c7abc872d7,24,Female,3.17,88,8,19,9,11.8,8.0,1.8,6,1,5,Medium
1c993dd5-4bda-4057-a84e-078db4d134ae,17,Other,2.6,57,0,1,17,5.6,8.7,3.8,8,0,1,Low
7453cfc2-bba8-44e6-9fac-d2a2a0e66215,21,Female,2.44,61,2,30,1,5.3,8.2,0.7,2,3,8,Medium
d26e500d-a8e6-4af4-abac-be32584e2100,18,Other,2.89,43,2,4,18,11.5,3.5,1.5,9,3,10,High
4505f9b4-f1d8-471b-bd00-17d8f318853e,20,Other,2.14,98,7,9,18,11.9,4.8,3.7,10,5,2,Medium
900129b6-7084-4439-a45d-413a8916167d,20,Other,1.63,82,1,5,7,4.6,3.5,0.0,8,5,10,High
d8717f0e-098b-460c-aedf-aa7f6e359d64,24,Female,1.1,58,4,22,14,3.6,4.4,1.6,10,5,4,High
54288924-72ff-4646-895a-40f480fbb0c2,23,Male,2.63,81,2,29,8,10.4,3.4,1.0,5,4,10,High
44a4cccd-9d28-4669-a6b1-26a314e60396,21,Female,1.37,84,4,22,12,11.5,6.0,3.0,2,4,1,Low
aa97163c-af8e-48b4-a76f-42b0fdef98fa,23,Other,1.97,56,0,2,7,11.7,8.0,3.5,1,5,5,High
bef7fda4-b08f-4a3a-af57-eefc00bd8a29,17,Male,2.41,81,7,29,8,4.6,6.5,3.8,8,0,8,Medium
a6457f07-4e22-4344-a323-677d888070ac,22,Female,2.0,82,1,27,5,6.0,7.2,1.7,7,4,1,Low
e4dd1914-876f-4afe-a113-b7d53bfe2136,24,Male,1.94,60,1,24,12,10.8,7.9,0.0,9,3,7,Medium
c5058e67-aeb6-499a-8c4e-fd384576fa16,17,Male,2.56,79,7,20,14,9.8,4.2,3.3,5,3,8,Medium
b2453663-a306-41f2-992a-8aa7fc77a329,18,Male,3.92,78,3,22,5,5.8,3.1,2.4,4,0,8,Medium
e81a0afe-56f3-48e8-b520-e5c84ce96b68,18,Other,3.5,71,4,16,8,6.7,5.9,2.8,8,4,3,Low
ceff3d28-6594-4418-aed6-207267b9929e,23,Male,3.77,72,2,27,2,5.5,7.7,2.5,9,2,1,Medium
7768a5ea-b06b-4cba-b70f-c06d1f48a2bf,21,Other,1.9,77,9,21,15,10.8,5.7,2.9,6,4,9,Medium
8079a1c9-2a3f-4e42-a548-dd648856b61f,23,Female,3.8,95,3,22,7,8.1,4.4,4.7,1,2,8,Medium
595157a6-17e9-4257-82ef-a239f0663a65,23,Female,3.97,90,10,4,15,11.7,3.8,5.8,6,0,8,Medium
3111ed24-e889-4c7b-8138-69e6caebf866,18,Other,3.73,40,2,13,20,11.7,3.4,4.7,5,2,10,High
2bc7aff7-9c40-42f4-a29f-5f8d64794cc9,23,Other,1.24,61,10,27,17,6.4,4.9,4.3,8,4,1,Medium
30f0cac3-6b5f-4b6d-bb92-aebdaaeaa75f,18,Male,2.89,98,4,7,2,6.9,3.6,3.8,2,3,3,Medium
785716ff-7e9d-473e-aad1-8235a00cdc3f,21,Male,1.14,90,0,9,11,6.4,3.9,3.2,10,5,3,Low
65913a15-d3b5-4652-be46-fb0c49ae9e71,19,Male,1.24,95,6,19,7,7.5,6.5,1.4,5,3,5,Medium
d7bc6bf6-245e-4496-b873-c0caac723b43,17,Female,3.7,83,8,5,2,7.0,5.1,3.5,7,5,5,Medium
db54a661-765f-4ad0-875f-3fc8aaed1cbc,24,Female,1.6,64,7,3,7,6.4,5.2,1.8,5,0,7,Medium
630ce3eb-a399-46cb-bd74-bd8fe963f518,21,Male,2.7,83,0,29,19,9.7,8.0,5.4,4,4,6,Low
f614d5b1-79de-420d-bf0b-b710d7a02b77,20,Other,1.57,56,10,24,4,8.7,8.4,3.9,5,3,1,High
e1f0fd48-2a6f-4124-b8db-73eae3f63f9b,22,Other,1.39,98,4,10,13,4.6,3.8,3.2,6,4,9,High
774c6ea9-45d8-404b-af86-970dba6239e4,21,Male,1.77,92,7,30,9,9.7,5.0,0.7,2,1,4,Medium
c9b60e96-732e-4698-8b3e-bed790cabe29,23,Other,2.1,90,6,0,8,7.8,5.7,4.0,5,4,7,Medium
c55fe577-a312-4b7b-ad06-d939d41bd497,22,Male,3.02,70,0,19,17,6.0,6.7,3.9,8,5,5,Low
b6b6e0f6-7a13-442b-891b-11bbbfdfee03,23,Male,1.42,100,0,9,15,4.0,4.4,3.2,7,3,6,Low
6aa5493b-e9ea-4c6d-ac43-38dc768e377d,25,Female,2.76,86,2,28,13,8.9,8.0,3.7,5,0,6,Low
19ff5039-644b-4962-9035-960860938b34,20,Female,2.33,55,5,3,11,7.9,8.9,2.2,7,2,4,Low
c62e7bcd-63ed-4a8e-adfc-8434ea8f3337,18,Female,1.28,53,10,20,19,11.7,3.3,2.0,3,4,4,High
0deff7dd-a69f-4929-b544-3d0029240004,18,Other,1.62,53,3,10,4,10.1,6.6,1.7,3,1,9,High
4c0c2759-277e-4fd3-a0c2-4d8210cc5092,21,Male,1.33,95,0,4,0,6.2,7.7,3.5,1,1,5,Medium
1590a867-9ae3-45a6-b07a-2d0068326f9e,17,Male,3.23,73,1,23,2,7.3,7.7,3.1,2,3,9,Medium
c1408e24-14ad-46d5-bc64-ab01857698ac,20,Other,1.13,90,10,16,9,7.1,8.8,0.4,8,3,7,Medium
6c8f51df-0fca-472b-9dac-8e9d98c5beed,18,Female,3.14,68,1,28,2,5.9,3.9,0.8,10,5,10,High
7b509979-25ba-467b-a550-f4bf75bd73cf,25,Other,1.98,78,8,9,14,7.5,5.6,4.8,2,5,9,Medium
61af044b-c715-4880-aa26-3659ac7c73c0,20,Female,2.35,54,6,10,14,6.6,7.4,1.9,6,5,5,Medium
1b244c5e-3740-434d-851a-dcc0470aeb67,22,Male,3.06,70,1,2,2,3.8,3.6,4.4,3,4,1,Medium
685d468d-b713-4dc2-aa11-ad6e939add0a,25,Other,1.99,47,6,11,13,10.8,7.3,5.8,10,2,6,High
deb034c6-4cd4-4745-bcd6-6be0b593f31f,18,Other,2.52,49,10,15,7,10.6,5.1,3.3,2,2,10,Medium
5337de23-121c-4c9c-8725-222ef88caa7c,20,Female,3.54,89,9,19,20,8.0,6.7,3.9,5,0,3,Medium
e226684d-57e5-42fc-a933-e9db2a5afddd,21,Other,3.29,98,5,11,0,4.6,3.9,3.9,2,1,1,Medium
e224e95e-ba0d-44b5-b443-f4a87d9f8720,18,Other,2.59,64,6,14,10,4.4,4.9,1.9,10,4,2,Medium
f8054b99-1475-429f-a5d6-09d52872bb71,17,Male,1.47,79,0,21,2,5.4,7.0,2.9,8,3,5,Medium
9571b6d4-4e46-4337-aeed-2041a3ccbe17,20,Other,1.34,67,1,9,18,7.4,7.0,0.3,7,4,1,Low
8f64fdf5-478c-4844-8434-b3f11b424838,17,Male,1.9,53,2,24,8,5.6,3.7,3.0,7,1,3,High
7dae8d4e-1383-42ed-849e-ccfb62fd528f,23,Other,3.11,72,8,26,11,3.6,8.2,0.3,1,3,2,Medium
ea801431-9441-48f9-9f0b-df5e2599ec2e,22,Other,2.29,65,10,13,9,4.0,3.1,1.9,10,3,6,Medium
03bcf738-87ac-4e87-9d9d-9d13a1a6dd59,18,Female,3.53,55,6,18,12,7.7,5.4,1.9,6,1,6,Medium
d5992502-98c3-4f75-877f-5f83ac325f59,19,Male,2.53,47,8,16,6,11.2,5.1,4.4,3,1,2,Medium
63ee811b-aa08-4327-9b58-b89c274ca38f,19,Female,1.59,78,2,24,20,3.7,8.7,3.8,8,4,10,Medium
e02c70f1-0b43-420a-8300-b4ba31f5ec64,24,Other,3.77,76,10,20,19,5.9,8.8,1.9,8,0,8,Medium
b43da45f-a120-490b-bf87-eb8ceb92edd7,24,Other,1.91,57,9,1,11,7.6,4.9,2.7,1,2,5,High
6e411bce-301d-4392-a548-c230db30286a,18,Other,3.59,94,1,19,19,7.6,5.8,3.3,1,3,10,Medium
48495504-7afc-434c-8f7b-6e6dbe2df6a4,20,Female,2.82,72,2,30,1,7.1,7.9,5.0,2,4,3,Medium
aa59b982-860f-4d12-9bce-08b541337fe8,17,Male,3.12,68,8,16,19,4.4,5.2,1.7,7,2,10,Medium
f8042497-dcd6-48fd-9c75-6f1239702c35,17,Other,2.94,44,5,3,17,9.1,4.7,4.3,10,1,6,Low
f60dd324-455c-48b9-a401-aaa22f5547f7,18,Other,2.99,98,5,9,20,9.3,5.4,3.6,2,2,9,Medium
63586acb-c801-46ee-b493-81ffaa596fe0,23,Other,3.37,92,2,21,16,3.8,7.0,3.1,1,2,5,Low
cd78b5c8-764d-4cfc-bb80-c67570ea3234,19,Male,2.03,89,7,6,7,12.0,3.9,1.8,2,4,9,High
e0b29a7a-0aac-43f9-9c8c-96eb57bba310,25,Male,2.99,96,9,4,19,6.4,4.0,5.0,10,1,8,Medium
0975a35f-e335-4ba9-a163-76af1ee6ec52,17,Female,2.09,86,3,14,19,5.6,7.5,2.7,9,1,5,Low
ab3a8810-354c-45b3-9d50-1fc07cd6fc3b,24,Male,2.1,100,9,14,14,9.9,7.7,3.0,7,1,4,Medium
83ba95ae-7c8a-4f22-8997-2a5742687eb0,19,Female,1.16,70,5,17,3,9.4,6.1,0.7,2,1,5,Medium
95ccb302-be13-4613-8cc1-1b75311e7f27,24,Other,1.44,67,1,30,7,10.4,8.3,5.6,7,0,7,Medium
18842c26-60d9-448b-8c7c-615039fcd18d,25,Female,1.71,45,5,7,0,5.9,3.6,4.3,6,1,3,High
2d0f7b8c-929e-4b67-9288-6efdf51c0823,17,Female,3.75,70,2,24,15,7.0,3.0,0.5,5,1,3,Low
672c54ef-deff-425b-b29c-3ede2e80cd1a,25,Other,2.83,67,1,24,9,5.1,3.7,1.4,10,3,2,Low
98553f4e-ddde-4a76-b9fa-ba1f55ef8e76,18,Female,2.79,41,10,16,18,5.2,3.9,2.6,10,2,4,Medium
2bdc149e-1d18-40fb-9491-cd9d33c6a897,23,Male,2.99,45,8,11,2,11.6,6.3,4.7,9,4,1,Medium
91aa84a5-eaf6-4a8f-8b1d-2136abb7876f,23,Female,1.13,64,5,8,0,6.2,3.4,1.4,2,4,6,Medium
72fed13f-4eb1-4ac1-b7ff-c8decf1d565e,19,Male,2.06,61,10,5,14,11.8,5.9,1.1,3,0,8,Medium
643c83c5-568d-4e04-bf18-4c908758104a,17,Female,1.6,90,3,28,1,5.8,4.9,2.4,9,3,5,Medium
05061d09-f776-476f-b0c3-c81b8d78aba1,17,Other,1.57,62,0,27,20,6.0,3.7,2.2,7,5,8,Medium
41f32a31-c48d-4516-9339-cf8194703065,23,Female,3.92,71,7,11,16,5.4,3.5,2.5,7,4,3,Medium
12f0bb34-dd3d-456b-88b3-93885d314393,25,Female,1.96,45,5,21,9,5.8,6.6,2.6,8,2,8,High
c98bec42-e30a-4e78-92fd-6e4f5e7bb103,17,Other,3.61,62,9,13,8,8.8,7.7,0.3,7,2,9,Medium
16dfba8a-2155-48d6-9020-3f6703c7927d,19,Male,1.43,78,10,25,14,3.3,3.4,4.7,6,2,7,Medium
4cc18d47-bf79-4800-8c9d-9ddb6cd2c578,17,Other,1.46,68,5,11,14,9.9,6.4,3.2,7,2,5,Low
ec68f376-eb78-44ed-a94d-db9a81473b25,20,Male,1.08,51,7,16,12,11.2,3.7,4.6,8,1,10,High
6bbf9218-f322-450e-985c-a0bf2021d532,21,Other,3.75,71,3,3,4,10.7,5.7,5.4,8,0,6,Low
c7a136b1-11e8-47c2-a8e3-770d98a87084,22,Other,1.19,74,4,28,9,10.7,7.3,5.6,3,2,9,Medium
cf90c1f4-820e-4221-9795-4cb2e5c05e8a,20,Male,3.96,90,2,7,15,3.2,6.3,2.2,9,1,10,Medium
fe422699-2f76-4160-b8dd-92ce45a3894d,18,Male,1.93,85,7,16,13,9.9,7.9,0.4,6,5,2,Medium
3015e559-6fc8-4473-91f8-e56e7f659c43,24,Female,3.04,62,2,28,17,8.8,4.1,5.8,7,4,1,Low
7b97d0b5-4558-4c94-a352-2ca64fcac899,18,Other,1.46,50,2,10,7,6.1,8.6,5.4,2,2,4,High
ae4cf0eb-a80b-44fe-9791-56f7f8aea788,25,Female,1.38,59,9,17,2,7.5,4.0,5.6,3,1,10,High
5917ee6d-00bc-429a-a560-6898d1f61368,22,Other,1.12,95,0,2,1,11.5,7.6,1.6,4,4,7,Medium
90a54b19-71fa-4f38-94d7-1eb9aa0e8c13,17,Female,3.67,74,4,20,9,7.3,7.8,4.1,5,3,2,Low
76b63acb-1394-48e4-8e23-5603e1674abc,17,Male,2.32,70,7,6,10,8.5,4.9,4.3,6,3,3,Medium
bd1cb8de-1762-4870-a622-466e1eb40d34,22,Other,2.68,60,3,14,3,5.4,4.5,0.6,5,3,10,High
bdc25518-03af-41b5-9f5a-644f8421805c,23,Male,3.89,97,2,26,10,11.4,7.3,1.1,3,3,9,Medium
7809201a-5fb6-47e6-a2de-562528b3ddf4,24,Female,3.64,71,0,2,12,7.5,8.8,1.3,6,0,1,Low
4e55594a-0c9b-440b-8522-a79b3ce9b03b,21,Female,2.79,93,10,21,15,5.6,3.0,0.6,3,2,6,Medium
b73c7e9a-a24c-425a-a38d-8a1e501a566e,23,Female,1.14,43,9,17,6,6.3,4.7,2.3,8,4,5,High
09c6c3c3-ecee-48f6-9d69-52b543b29c82,18,Male,3.93,65,5,25,10,8.0,5.2,0.9,10,4,7,Medium
f754c6b3-fa89-4c49-ac8f-a5c947bbd721,25,Male,1.14,48,5,25,15,7.7,3.9,5.4,3,2,10,High
a457939b-b248-4d0f-8cb5-882b510fbe1f,22,Male,2.18,79,4,18,10,7.6,6.1,2.9,10,2,8,Medium
e9af3afb-b201-4f72-a064-0b5d5c8ab2c9,17,Female,1.99,47,6,18,9,10.2,7.4,4.1,1,4,8,High
0c29dc15-5324-45ac-abf2-02b9bfa7d62a,21,Other,3.35,89,9,18,7,9.5,6.5,1.0,10,3,3,Medium
f2ebdb3c-7271-429a-8738-7bb1a7cce147,20,Male,2.72,84,1,6,0,7.0,5.5,2.5,4,3,9,Medium
65644ac6-e737-458e-b315-ee375f026db3,24,Other,3.18,85,2,16,6,8.0,9.0,2.9,7,2,3,Low
3569f738-ec6e-400e-b8b0-bf1568184307,24,Other,2.03,62,10,24,20,10.2,4.6,2.9,4,2,9,High
a6d590a5-c91b-4a23-8828-1748657557f8,21,Male,3.82,59,4,22,6,9.2,5.9,2.9,9,5,5,Low
64d39e08-9111-4e54-9376-2fe677790c7d,21,Male,2.72,74,6,28,12,10.4,8.7,4.8,5,0,5,Medium
3022fb32-ac86-4437-b2e4-1a9675088dd2,18,Female,3.77,81,4,23,15,4.9,8.0,1.6,9,5,5,Low
113044e6-4d38-4cc6-9d23-7a027ca8c678,19,Male,2.85,77,3,7,1,9.0,6.2,3.8,1,0,7,Medium
74540e05-0186-4380-ae27-0528656d26b9,22,Other,2.42,83,2,0,17,11.8,3.9,3.9,8,3,4,Low
ee2cb88d-1e80-4adf-84f7-3f5fd494b5e4,21,Female,1.86,43,1,20,18,5.1,7.4,5.1,1,1,7,High
c380e439-5750-47d7-9b21-679595382edb,19,Male,3.99,65,7,5,9,10.9,3.1,3.4,2,2,5,Medium
ae89939e-dc39-49d3-a8e7-5530cea25a88,24,Other,2.63,71,2,27,16,7.2,4.2,0.7,3,5,8,Medium
3777d4f5-170a-4cce-ba20-d3457f35949b,21,Other,1.56,87,5,25,9,8.1,7.5,1.1,7,3,9,Medium
66bb7d76-0375-4a50-8c81-981efc3ae8c0,22,Male,2.2,46,2,4,15,5.9,4.5,1.6,4,3,5,High
3805e8b4-2aa2-4ac1-a81f-b9630a555f4c,22,Female,2.75,76,0,8,20,6.2,4.4,4.0,8,2,3,Low
089cf712-02ec-425e-8596-a9d6d23f0915,23,Other,2.51,97,4,22,3,8.7,8.6,2.2,4,1,3,Medium
353e3d6d-82b3-471b-a4e0-aafa1f4f6593,24,Male,2.36,78,5,13,17,11.2,7.5,4.8,4,1,10,Medium
81adcddd-3899-4b5e-b712-03c18f12d9cf,18,Other,2.34,85,5,2,18,4.0,8.0,5.4,4,4,9,Medium
4300c09f-32e5-4803-a17d-95f0787a71fe,19,Male,1.98,73,7,3,6,9.5,5.9,5.4,8,0,8,Medium
9b949502-8b89-4e88-8ad9-67de7be2f0ff,19,Other,2.25,76,0,17,14,9.1,4.8,0.1,5,0,4,Low
2d95734b-c94b-4f16-a4dd-51416de658f7,18,Male,2.27,84,1,17,1,11.4,3.4,5.6,1,2,7,Medium
cabff3f5-6d19-4a7e-8cd0-51500e989be3,19,Male,3.3,86,10,30,13,6.4,8.3,2.7,7,3,2,Medium
665d9121-35df-4b9d-91f4-d63363514e4f,25,Male,2.96,62,1,5,17,6.5,3.8,5.9,1,0,5,Low
bfee573b-4173-4794-9cce-28a473798983,24,Other,3.16,67,8,12,7,5.2,5.1,1.7,2,0,7,Medium
c1858d4d-e400-4744-b0fe-c56f5f2e5e44,17,Male,1.62,46,9,1,14,8.4,7.2,0.3,1,3,8,High
bc5b63af-a9a1-428f-b3f0-8a4344fb0b6d,20,Other,1.65,95,0,4,16,11.9,4.4,5.5,10,2,10,High
259c788d-618d-48c0-99c4-32e11b9036ae,22,Male,1.91,49,10,16,7,6.7,4.7,3.3,10,5,3,High
d12e99b8-4a64-451d-9f15-ae64fcf1b3a7,23,Other,2.49,62,10,21,12,10.1,4.9,2.5,3,2,7,Medium
74961578-b5d7-4bf1-9752-e0fe5ba0b2fb,19,Other,2.42,94,3,9,4,10.3,8.5,3.4,7,4,9,Medium
b1bb5333-9701-4ad6-bd78-68c811a033c8,19,Female,1.73,53,5,20,2,11.3,8.1,0.6,4,0,5,High
8c7f6871-7277-4796-ada9-192ce8c90f3f,23,Other,2.81,42,1,6,18,9.5,6.4,2.9,6,2,1,Low
e8d45af2-a4fc-413c-8279-b12eb86d7df7,20,Male,3.89,47,7,29,7,9.3,7.2,2.4,4,4,6,Medium
1f214f07-2e58-4579-87fe-3533021e9d63,21,Female,2.4,81,5,9,8,6.2,8.3,2.8,8,2,4,Low
5e184903-4719-4feb-8518-4d82413171aa,22,Female,2.24,76,3,23,4,3.1,6.3,3.5,7,2,3,Low
5807139a-ab88-4b0e-94f1-30ca1b21dbd9,20,Female,1.69,76,3,15,17,8.9,7.1,1.5,8,5,8,Medium
2ea31fd1-907c-4b2d-ad1d-1769dc71da52,24,Male,3.2,62,2,4,17,7.4,8.5,3.3,1,4,1,Low
edded1f2-d2e9-4a5d-8b5c-154afef8ffd1,18,Other,1.15,40,6,4,20,5.1,7.2,0.1,9,3,6,High
8ef3b6db-33d4-4cc1-b998-e89f1acc5fed,17,Other,2.91,99,9,29,15,8.9,3.1,3.2,7,0,1,Medium
98f76452-aaf6-41be-b6c9-1acad806080b,25,Other,1.82,58,0,16,13,10.3,8.5,0.6,2,4,3,High
39e6b1aa-cf82-4c32-9adb-a3f96b929e4c,20,Male,2.86,56,5,8,12,3.7,8.8,2.8,4,5,4,Low
02f53f43-d6c9-41c7-b5c9-5c5eb1785686,21,Other,3.48,45,10,27,20,9.8,3.6,2.3,9,3,1,Medium
0f5227ac-921f-4fd9-bf70-ce164fbfa52f,17,Other,1.51,71,6,20,10,8.1,8.1,0.6,9,0,4,Medium
39991e48-f228-4504-b922-627197d7b649,20,Other,3.66,70,4,1,2,9.2,4.7,3.3,1,1,6,Medium
7372c34f-1a36-4df0-ba17-00e2c7360d52,17,Male,2.76,88,6,29,2,5.7,6.4,3.4,7,5,9,Medium
c78de77d-cd49-4274-90c6-ef7436d9d6f6,22,Female,3.27,48,1,16,11,3.5,5.6,5.0,6,4,10,Medium
77e55c30-35c9-4303-b8e3-3f35bf600fc4,23,Female,1.09,57,7,15,7,6.2,8.6,2.6,10,5,7,High
